,Accuracy,Val Accuracy,Loss,Val_Loss
0,0.4790697693824768,0.7542856931686401,1.0096832513809204,0.7582789659500122
1,0.7317829728126526,0.854285717010498,0.7088867425918579,0.4961897134780884
2,0.7891472578048706,0.8428571224212646,0.5769830942153931,0.44834813475608826
3,0.7844961285591125,0.8514285683631897,0.5611706376075745,0.4565178453922272
4,0.8031007647514343,0.868571400642395,0.5376908779144287,0.37307804822921753
5,0.8124030828475952,0.868571400642395,0.4830476641654968,0.3505714535713196
6,0.817054271697998,0.8628571629524231,0.4799180030822754,0.37331336736679077
7,0.8248062133789062,0.8742856979370117,0.4652046263217926,0.31049543619155884
8,0.843410849571228,0.8714285492897034,0.4346151649951935,0.33251798152923584
9,0.8217054009437561,0.8799999952316284,0.4530811309814453,0.3190822899341583
10,0.8124030828475952,0.8714285492897034,0.4803605079650879,0.32653531432151794
11,0.8077519536018372,0.8857142925262451,0.47253572940826416,0.3011687695980072
12,0.8449612259864807,0.8771428465843201,0.4188040792942047,0.29366281628608704
13,0.8496124148368835,0.8914285898208618,0.40195804834365845,0.29278820753097534
14,0.8279069662094116,0.8828571438789368,0.4327586591243744,0.3010656237602234
15,0.8558139801025391,0.8971428275108337,0.37421566247940063,0.2808472514152527
16,0.818461537361145,0.8742856979370117,0.46693557500839233,0.29888585209846497
17,0.8480620384216309,0.8657143115997314,0.42381539940834045,0.31996214389801025
18,0.8341085314750671,0.9142857193946838,0.4276733994483948,0.2866976857185364
19,0.8372092843055725,0.8885714411735535,0.43942922353744507,0.30316361784935
20,0.8418604731559753,0.8771428465843201,0.4066246449947357,0.30032262206077576
21,0.8620154857635498,0.9142857193946838,0.3642537295818329,0.2624855637550354
22,0.8449612259864807,0.8885714411735535,0.394959956407547,0.2862493395805359
23,0.8573643565177917,0.8942857384681702,0.4019395112991333,0.27664902806282043
24,0.8418604731559753,0.9085714221000671,0.397835373878479,0.25772401690483093
25,0.8387596607208252,0.8971428275108337,0.3837127685546875,0.25899919867515564
26,0.8728682398796082,0.9114285707473755,0.3528191149234772,0.2539595663547516
27,0.8790697455406189,0.9200000166893005,0.33897653222084045,0.2322012037038803
28,0.8604651093482971,0.9085714221000671,0.3760093152523041,0.253589928150177
29,0.8883720636367798,0.9142857193946838,0.342129111289978,0.2517891228199005
30,0.8480620384216309,0.8799999952316284,0.3702719807624817,0.3011123538017273
31,0.8666666746139526,0.8857142925262451,0.36768627166748047,0.3029792010784149
32,0.8589147329330444,0.9228571653366089,0.36344560980796814,0.24838422238826752
33,0.8418604731559753,0.9114285707473755,0.3886110782623291,0.2660463750362396
34,0.8806201815605164,0.8857142925262451,0.3489449918270111,0.2962389886379242
35,0.8868216872215271,0.9200000166893005,0.29290133714675903,0.21636387705802917
36,0.8713178038597107,0.9114285707473755,0.30321308970451355,0.24941842257976532
37,0.8806201815605164,0.9142857193946838,0.30977267026901245,0.24620269238948822
38,0.8713178038597107,0.9200000166893005,0.3360808491706848,0.2187715321779251
39,0.8899224996566772,0.9114285707473755,0.3253266215324402,0.2455143928527832
40,0.8945736289024353,0.9285714030265808,0.29790905117988586,0.20841391384601593
41,0.8883720636367798,0.9285714030265808,0.3037581443786621,0.22483284771442413
42,0.8852713108062744,0.9142857193946838,0.31837764382362366,0.22864201664924622
43,0.8945736289024353,0.9285714030265808,0.2729724943637848,0.19753405451774597
44,0.869767427444458,0.8771428465843201,0.3379565179347992,0.36847180128097534
45,0.8651162981987,0.9342857003211975,0.32858988642692566,0.22080984711647034
46,0.8744186162948608,0.8885714411735535,0.3188704252243042,0.29777610301971436
47,0.8713178038597107,0.9114285707473755,0.31120696663856506,0.23901031911373138
48,0.8914728760719299,0.9171428680419922,0.2897729277610779,0.25040319561958313
49,0.9038759469985962,0.9171428680419922,0.2647619843482971,0.2354646921157837
50,0.869767427444458,0.9314285516738892,0.30448970198631287,0.19914127886295319
51,0.8945736289024353,0.9057142734527588,0.31401824951171875,0.23276129364967346
52,0.8945736289024353,0.9085714221000671,0.2860388159751892,0.2421233206987381
53,0.8914728760719299,0.9057142734527588,0.31201016902923584,0.27661219239234924
54,0.8837209343910217,0.9114285707473755,0.2988046109676361,0.25231218338012695
55,0.8899224996566772,0.8999999761581421,0.2962401211261749,0.289627343416214
56,0.8883720636367798,0.9142857193946838,0.3150574266910553,0.23920948803424835
57,0.869767427444458,0.8999999761581421,0.33844396471977234,0.26815950870513916
58,0.8868216872215271,0.9314285516738892,0.2971768081188202,0.19846300780773163
59,0.8945736289024353,0.9057142734527588,0.30972757935523987,0.24195604026317596
60,0.908527135848999,0.9085714221000671,0.29104185104370117,0.24358811974525452
61,0.9116278886795044,0.9142857193946838,0.2481331080198288,0.2389262169599533
62,0.9038759469985962,0.8914285898208618,0.26857975125312805,0.2947646975517273
63,0.8945736289024353,0.9228571653366089,0.2725914418697357,0.23447047173976898
64,0.9147287011146545,0.9285714030265808,0.2401948720216751,0.22668609023094177
65,0.8666666746139526,0.9257143139839172,0.31099048256874084,0.1861199140548706
66,0.9138461351394653,0.9114285707473755,0.2574251592159271,0.23807482421398163
67,0.9162790775299072,0.8999999761581421,0.24271073937416077,0.2654551565647125
68,0.8883720636367798,0.9257143139839172,0.26209673285484314,0.2318054586648941
69,0.9178294539451599,0.9171428680419922,0.21820910274982452,0.22292044758796692
70,0.896124005317688,0.9228571653366089,0.27648478746414185,0.22872482240200043
71,0.9255813956260681,0.9285714030265808,0.25035572052001953,0.20583400130271912
72,0.9147287011146545,0.9171428680419922,0.22546403110027313,0.2159009426832199
73,0.896124005317688,0.9285714030265808,0.26406997442245483,0.21681621670722961
